scenario_id,suite,pattern,n_valid,delta_3h,beta_true,noise_sd,phi,quant_step,shape,scenario_seed,n_total,n_computable,computable_rate,trendup_count,trendup_rate,trendup_ci_low,trendup_ci_high,p_reject_rate,mean_beta_TS,mean_CF,status_counts,null_fpr_pass
S0169,tie_quantization,FULL16,16,1,0.333333333333,1,0,1,linear,13750821501725135976,10000,9931,0.9931,2765,0.278421105629,0.269692618513,0.2873209465,0.309737186587,0.219178437334,0.943447500747,"{""NA_INVALID_CORRECTION_FACTOR"": 69, ""OK"": 9931}",
S0170,tie_quantization,FULL16,16,1,0.333333333333,1,0.6,0.1,linear,15039480614750693556,10000,9975,0.9975,3962,0.397192982456,0.387631886639,0.406833231535,0.397192982456,0.332936569557,1.09240202951,"{""NA_INVALID_CORRECTION_FACTOR"": 25, ""OK"": 9975}",
S0171,tie_quantization,FULL16,16,1,0.333333333333,1,0.6,0.5,linear,16584140194627293343,10000,9977,0.9977,3985,0.399418662925,0.389848597651,0.409066152345,0.400922120878,0.321096391956,1.0925500645,"{""NA_INVALID_CORRECTION_FACTOR"": 23, ""OK"": 9977}",
S0172,tie_quantization,FULL16,16,1,0.333333333333,1,0.6,1,linear,2921031588085943851,10000,9986,0.9986,3581,0.35860204286,0.349251688024,0.368061143051,0.394051672341,0.269890010239,1.10860639308,"{""NA_INVALID_CORRECTION_FACTOR"": 14, ""OK"": 9986}",
S0173,tie_quantization,EDGE_BOTH14,14,0,0,1,0,0.1,linear,17113659638249312025,10000,9850,0.985,641,0.065076142132,0.0603725716482,0.0701188173389,0.065076142132,-0.00149305615422,0.9242762607,"{""NA_INVALID_CORRECTION_FACTOR"": 150, ""OK"": 9850}",0
S0174,tie_quantization,EDGE_BOTH14,14,0,0,1,0,0.5,linear,18117770241085348627,10000,9862,0.9862,606,0.0614479821537,0.0568769130311,0.0663605689308,0.0632731697424,0.00194828648109,0.930084153092,"{""NA_INVALID_CORRECTION_FACTOR"": 138, ""OK"": 9862}",0
S0175,tie_quantization,EDGE_BOTH14,14,0,0,1,0,1,linear,933839922098386807,10000,9890,0.989,438,0.0442871587462,0.0404063824781,0.048521812145,0.0552072800809,0.00264735264735,0.946513624091,"{""NA_INVALID_CORRECTION_FACTOR"": 110, ""OK"": 9890}",1
S0176,tie_quantization,EDGE_BOTH14,14,0,0,1,0.6,0.1,linear,17507857325221384845,10000,9979,0.9979,1715,0.171860907907,0.164585598397,0.179388757299,0.171860907907,0.00267176038045,1.03681435161,"{""NA_INVALID_CORRECTION_FACTOR"": 21, ""OK"": 9979}",0
S0177,tie_quantization,EDGE_BOTH14,14,0,0,1,0.6,0.5,linear,13727579612321124473,10000,9973,0.9973,1752,0.175674320666,0.168331000053,0.183267396423,0.176576757245,0.00310131254932,1.03424899121,"{""NA_INVALID_CORRECTION_FACTOR"": 27, ""OK"": 9973}",0
S0178,tie_quantization,EDGE_BOTH14,14,0,0,1,0.6,1,linear,1661737258711767576,10000,9989,0.9989,1406,0.140754830313,0.134072955605,0.147712907848,0.159575533086,-0.00451844570375,1.05285833104,"{""NA_INVALID_CORRECTION_FACTOR"": 11, ""OK"": 9989}",0
S0179,tie_quantization,EDGE_BOTH14,14,1,0.333333333333,1,0,0.1,linear,5479874293249792668,10000,9852,0.9852,2569,0.260759236703,0.252184079787,0.269520888815,0.260759236703,0.336911637585,0.923869981771,"{""NA_INVALID_CORRECTION_FACTOR"": 148, ""OK"": 9852}",
S0180,tie_quantization,EDGE_BOTH14,14,1,0.333333333333,1,0,0.5,linear,1958827172316461020,10000,9863,0.9863,2403,0.243637838386,0.23526680883,0.252208486977,0.24556422995,0.308770940551,0.929600603492,"{""NA_INVALID_CORRECTION_FACTOR"": 137, ""OK"": 9863}",
S0181,tie_quantization,EDGE_BOTH14,14,1,0.333333333333,1,0,1,linear,1248207683458737699,10000,9910,0.991,2035,0.205348133199,0.197509769125,0.213414843271,0.224318869828,0.210234858482,0.943534920395,"{""NA_INVALID_CORRECTION_FACTOR"": 90, ""OK"": 9910}",
S0182,tie_quantization,EDGE_BOTH14,14,1,0.333333333333,1,0.6,0.1,linear,5822321717829352128,10000,9965,0.9965,3639,0.365178123432,0.355778361403,0.374681791756,0.365178123432,0.334313703245,1.03088987086,"{""NA_INVALID_CORRECTION_FACTOR"": 35, ""OK"": 9965}",
S0183,tie_quantization,EDGE_BOTH14,14,1,0.333333333333,1,0.6,0.5,linear,3295163808652394592,10000,9970,0.997,3538,0.354864593781,0.345530152905,0.364310833444,0.355967903711,0.320676140699,1.03372870194,"{""NA_INVALID_CORRECTION_FACTOR"": 30, ""OK"": 9970}",
S0184,tie_quantization,EDGE_BOTH14,14,1,0.333333333333,1,0.6,1,linear,7668643669885454453,10000,9980,0.998,3192,0.319839679359,0.310759790487,0.329058207943,0.345190380762,0.271355348059,1.05086362435,"{""NA_INVALID_CORRECTION_FACTOR"": 20, ""OK"": 9980}",
