case_id,case_type,t_pred_TAI,T_REC_TAI,relative_to_t_pred_hr,HARPNUM,NOAA_AR,SHRGT45_percent,QUALITY,query
AR11158_same_ar_temporal_control_20110213_1012_TAI,SAME_AR_TEMPORAL_CONTROL,2011.02.13_10:12:00_TAI,2011.02.13_13:00:00_TAI,2.8,377,11158,52.265,0x00000000,hmi.sharp_cea_720s[377][2011.02.13_07:12:00_TAI/9h@12m]
AR11158_same_ar_temporal_control_20110213_1012_TAI,SAME_AR_TEMPORAL_CONTROL,2011.02.13_10:12:00_TAI,2011.02.13_13:12:00_TAI,3.0,377,11158,52.091,0x00000000,hmi.sharp_cea_720s[377][2011.02.13_07:12:00_TAI/9h@12m]
AR11158_same_ar_temporal_control_20110213_1012_TAI,SAME_AR_TEMPORAL_CONTROL,2011.02.13_10:12:00_TAI,2011.02.13_13:24:00_TAI,3.2,377,11158,52.525,0x00000000,hmi.sharp_cea_720s[377][2011.02.13_07:12:00_TAI/9h@12m]
AR11158_same_ar_temporal_control_20110213_1012_TAI,SAME_AR_TEMPORAL_CONTROL,2011.02.13_10:12:00_TAI,2011.02.13_13:36:00_TAI,3.4,377,11158,52.756,0x00000000,hmi.sharp_cea_720s[377][2011.02.13_07:12:00_TAI/9h@12m]
AR11158_same_ar_temporal_control_20110213_1012_TAI,SAME_AR_TEMPORAL_CONTROL,2011.02.13_10:12:00_TAI,2011.02.13_13:48:00_TAI,3.6,377,11158,52.862,0x00000000,hmi.sharp_cea_720s[377][2011.02.13_07:12:00_TAI/9h@12m]
AR11158_same_ar_temporal_control_20110213_1012_TAI,SAME_AR_TEMPORAL_CONTROL,2011.02.13_10:12:00_TAI,2011.02.13_14:00:00_TAI,3.8,377,11158,52.876,0x00000000,hmi.sharp_cea_720s[377][2011.02.13_07:12:00_TAI/9h@12m]
AR11158_same_ar_temporal_control_20110213_1012_TAI,SAME_AR_TEMPORAL_CONTROL,2011.02.13_10:12:00_TAI,2011.02.13_14:12:00_TAI,4.0,377,11158,52.614,0x00000000,hmi.sharp_cea_720s[377][2011.02.13_07:12:00_TAI/9h@12m]
AR11158_same_ar_temporal_control_20110213_1012_TAI,SAME_AR_TEMPORAL_CONTROL,2011.02.13_10:12:00_TAI,2011.02.13_14:24:00_TAI,4.2,377,11158,53.18,0x00000000,hmi.sharp_cea_720s[377][2011.02.13_07:12:00_TAI/9h@12m]
AR11158_same_ar_temporal_control_20110213_1012_TAI,SAME_AR_TEMPORAL_CONTROL,2011.02.13_10:12:00_TAI,2011.02.13_14:36:00_TAI,4.4,377,11158,53.414,0x00000000,hmi.sharp_cea_720s[377][2011.02.13_07:12:00_TAI/9h@12m]
AR11158_same_ar_temporal_control_20110213_1012_TAI,SAME_AR_TEMPORAL_CONTROL,2011.02.13_10:12:00_TAI,2011.02.13_14:48:00_TAI,4.6,377,11158,53.156,0x00000000,hmi.sharp_cea_720s[377][2011.02.13_07:12:00_TAI/9h@12m]
AR11158_same_ar_temporal_control_20110213_1012_TAI,SAME_AR_TEMPORAL_CONTROL,2011.02.13_10:12:00_TAI,2011.02.13_15:00:00_TAI,4.8,377,11158,53.672,0x00000000,hmi.sharp_cea_720s[377][2011.02.13_07:12:00_TAI/9h@12m]
AR11158_same_ar_temporal_control_20110213_1012_TAI,SAME_AR_TEMPORAL_CONTROL,2011.02.13_10:12:00_TAI,2011.02.13_15:12:00_TAI,5.0,377,11158,53.212,0x00000000,hmi.sharp_cea_720s[377][2011.02.13_07:12:00_TAI/9h@12m]
AR11158_same_ar_temporal_control_20110213_1012_TAI,SAME_AR_TEMPORAL_CONTROL,2011.02.13_10:12:00_TAI,2011.02.13_15:24:00_TAI,5.2,377,11158,53.062,0x00000000,hmi.sharp_cea_720s[377][2011.02.13_07:12:00_TAI/9h@12m]
AR11158_same_ar_temporal_control_20110213_1012_TAI,SAME_AR_TEMPORAL_CONTROL,2011.02.13_10:12:00_TAI,2011.02.13_15:36:00_TAI,5.4,377,11158,53.716,0x00000000,hmi.sharp_cea_720s[377][2011.02.13_07:12:00_TAI/9h@12m]
AR11158_same_ar_temporal_control_20110213_1012_TAI,SAME_AR_TEMPORAL_CONTROL,2011.02.13_10:12:00_TAI,2011.02.13_15:48:00_TAI,5.6,377,11158,53.59,0x00000000,hmi.sharp_cea_720s[377][2011.02.13_07:12:00_TAI/9h@12m]
AR11158_same_ar_temporal_control_20110213_1012_TAI,SAME_AR_TEMPORAL_CONTROL,2011.02.13_10:12:00_TAI,2011.02.13_16:00:00_TAI,5.8,377,11158,53.884,0x00000000,hmi.sharp_cea_720s[377][2011.02.13_07:12:00_TAI/9h@12m]
